23,115
42,170
5,80
2,32
71,256
44,159
0,2
0,2
385,965
28,140
148,684
16,90
0,1
47,103
0,2
6,43
1,22
0,4
28,136
3,12
0,3
0,28
9,32
0,3
0,1
0,13
0,23
223,737
9,30
0,0
0,38
0,1
0,0
0,1
0,1
0,2
6,15
0,0
7,63
17,95
0,22
0,1
4,45
0,2
7,53
0,6
0,17
0,6
5,22
2,18
55,301
3,39
6,27
0,1
0,2
0,7
34,183
15,41
12,36
0,1
9,26
2,28
0,1
0,4
142,406
33,138
0,1
0,2
3,42
5,24
51,244
127,412
21,91
2,65
16,106
3,32
25,64
0,26
233,704
48,126
18,151
13,70
0,1
1,52
0,2
0,2
52,126
0,1
87,314
194,648
3010,11942
4,19
1051,2236
26,169
18,75
4,47
17,127
0,1
6,121
79,269
86,173
1,41
392,1635
1,4
30,94
0,4
28,111
142,403
3,20
4,28
31,181
0,1
255,714
90,221
22,114
0,2
0,5
0,0
2,20
28,159
178,665
0,3
872,2432
4,70
844,1736
0,2
55,187
380,866
45,210
224,822
345,895
3,52
35,142
238,554
135,346
63,176
707,1308
5,35
6,32
1494,3367
3087,5915
0,2
23,100
0,2
0,1
62,134
22,77
335,945
3,24
25,97
0,7
0,3
0,13
18,111
4,16
359,766
2,29
26,125
30,94
0,3
283,866
79,269
226,637
34,126
88,388
159,753
155,627
30,150
0,16
607,2459
182,488
0,15
0,2
4,22
231,491
129,421
0,2
20,157
0,1
0,10
11,97
33,143
513,843
0,2
107,249
674,1267
81,261
86,303
6,38
1352,9304
0,3
14,59
47,150
2,114
302,778
0,2
0,1
227,895
0,2
1427,3361
75,393
10,57
16,63
0,1
859,1913
87,188
114,350
52,104
168,365
21,104
119,375
118,344
0,2
0,2
0,3
71,220
1,1
47,140
47,274
188,539
39,175
660,1865
0,3
2,10
169,475
30,95
0,1
17,35
0,3
0,13
0,0
0,1
143,376
49,222
66,169
0,1
2173,5510
57,169
88,220
53,159
0,2
10,126
0,1
4,18
477,1058
6,34
310,657
0,2
0,2
0,3
24,89
0,1
51,145
115,509
185,565
0,1
0,1
0,0
91,265
65,214
83,319
0,1
90,291
23,102
27,93
711,1557
1,17
10,21
29,98
0,0
4,13
5,27
7,48
0,0
0,6
79,371
4,88
18,114
5,66
0,1
28,178
24,87
7,21
115,235
20,56
2843,6115
66,278
150,521
106,288
4,27
13,29
24,104
0,1
1,5
198,657
3,12
226,696
18,46
3558,7243
15,97
0,1
775,2441
70,239
73,202
22,91
0,0
18,67
1783,3911
24,67
30,75
22,71
0,4
0,18
1,24
8,44
2,5
388,1508
0,5
0,2
37,257
0,6
54,285
0,1
0,1
4,72
2,27
6,71
34,75
5,32
0,2
85,458
80,260
923,1916
91,218
14,226
68,157
160,397
1,2
0,2
46,159
5,38
18,90
2217,5888
191,564
35,124
5,51
15,99
14,90
0,3
0,0
0,0
0,0
0,0
8,66
0,3
0,1
0,1
0,1
3034,6644
43,176
17,49
0,1
105,286
15,154
0,26
0,0
14,44
135,406
11,90
62,160
0,2
0,2
38,235
1800,5764
1,29
122,400
0,1
1,22
12,42
307,968
419,892
527,1155
501,1021
272,937
1560,3902
3,9
30,119
10,71
0,0
0,2
119,275
92,259
0,3
6,12
201,384
215,588
1,2
22,104
13,68
0,1
40,163
0,2
4,70
18,73
2708,5288
28,220
25,101
16,64
10,41
7,34
3,32
145,709
522,1273
15,109
32,174
1311,3701
8,43
24,91
14,76
9,95
17,106
3,39
6,46
173,711
0,26
12,93
20,75
29,109
14,76
6,28
0,2
85,246
589,1177
805,3003
2,20
21,42
