0,6
2,31
1,44
8,23
1,69
259,584
0,32
125,425
0,27
1,42
192,573
176,506
3,39
0,8
0,8
70,334
217,584
2870,6115
0,34
0,14
1,72
438,3101
18,34
1,21
54,157
24,131
4,31
43,221
368,782
376,885
1,59
10,57
28,170
3,15
0,24
33,87
0,4
3,25
0,48
106,433
4,21
16,76
94,250
131,478
39,242
102,1173
25,102
81,454
82,431
118,387
77,362
35,143
150,892
52,143
74,527
291,1105
21,185
3,37
66,230
21,78
227,543
1279,5566
550,1949
205,895
72,296
207,972
125,319
232,707
52,216
748,2607
12,101
62,179
10,47
1,37
8,284
58,227
18,91
331,938
13,61
163,924
8,32
312,990
174,499
423,1242
2,8
12,55
224,800
0,25
407,1934
201,1450
137,614
240,1727
60,248
76,548
26,91
645,1545
241,691
611,2255
107,298
2588,9749
96,571
4,40
0,9
13,83
1,33
0,16
2,18
2,30
4,10
24,65
1,30
2,35
10,101
1927,5749
97,222
15,127
183,475
70,186
39,131
826,3475
418,870
42,136
345,936
1,36
5,45
6,21
3,29
15,41
0,25
3,55
95,292
2,49
12,86
0,56
56,138
2,28
4,17
20,138
80,294
395,1009
700,1936
51,149
265,565
135,334
10,53
6,39
408,1127
0,11
0,36
17,33
62,183
45,111
14,81
6,77
149,485
0,24
27,72
492,1382
319,695
40,140
21,95
1273,2580
50,173
3,57
201,557
12,36
66,249
97,225
11,59
37,112
1,32
340,920
1391,4184
50,159
197,658
157,584
3,18
15,100
47,139
314,559
6,34
76,274
25,101
2,82
1,30
18,118
0,8
2,12
2696,7919
151,385
10,52
0,5
6,22
361,661
125,396
18,60
1,96
41,440
107,214
51,169
0,13
9,24
0,4
29,208
8,96
4,68
0,17
8,52
0,7
5,53
9,44
223,927
0,8
0,17
2,23
94,439
0,144
4,56
198,716
673,1333
5,44
38,186
116,320
808,1980
133,350
4,21
1,17
237,397
12,35
0,42
1,13
50,457
159,381
2,11
3,39
66,210
56,146
37,231
90,134
33,154
0,5
21,81
170,384
0,63
0,13
24,60
1,51
3,23
2,27
4,35
7,111
20,39
8,55
4,26
0,122
6,49
6,88
55,286
110,230
1342,2997
30,114
30,94
24,68
72,263
52,129
42,150
50,150
84,311
24,75
732,1536
27,155
28,139
15,82
437,1242
4,14
0,60
101,348
273,718
1,6
2,26
2,35
1125,2820
40,173
108,280
5,51
1,6
1125,2820
0,9
12,118
2,19
657,1419
122,285
2,87
4,21
273,1246
93,428
238,542
45,139
30,71
0,7
276,908
36,94
1,11
177,409
88,373
194,510
8,75
20,111
11,37
1174,3449
353,932
13,75
0,1
0,43
0,10
2,22
145,343
17,160
1,7
63,208
95,269
14,78
157,520
509,1305
1,11
3,49
2,21
2,26
2,7
0,38
0,63
3481,7073
175,428
1,65
223,780
19,51
346,3227
53,325
137,810
117,355
1,11
24,76
276,717
20,60
148,358
7,37
43,143
6,82
79,652
1,13
1671,3472
1232,2806
3,16
2,40
1,17
0,31
3,99
16,49
76,251
2,13
5,96
317,1587
1,32
365,867
1669,3761
0,81
0,3
1872,4164
60,286
88,225
16,67
85,257
3,53
12,64
186,463
65,200
0,14
53,177
4,20
2,22
7,76
5,28
174,428
6,27
8,50
2,18
26,96
37,259
47,121
0,63
21,130
572,2135
7,23
0,11
8,34
9,43
3,39
5,24
198,535
515,1087
53,232
44,189
29,62
2,18
0,9
3,51
10,51
3,75
1,36
354,918
57,165
67,178
0,8
10,40
126,451
0,18
6,169
111,265
25,68
13,44
10,50
18,146
123,256
2,69
6,39
25,231
167,449
8,38
3,121
3,18
29,199
66,246
0,11
169,500
81,266
152,366
2431,5109
12,77
31,82
1042,3497
2,11
14,58
613,1623
2,39
52,136
1,31
11,53
3,31
5,63
2,51
0,9
81,212
2684,6018
60,180
2,30
0,12
119,372
64,162
4,49
2,120
2,51
2,70
103,276
364,785
5,22
24,135
1,13
7,41
4,47
979,2167
151,377
39,154
1,4
3,65
159,557
3,58
2,53
60,245
473,1056
35,70
1,54
6,32
5,38
75,192
1,19
36,124
6,41
124,1027
5,23
1,35
88,168
369,1370
29,241
0,99
1968,4401
16,61
2,20
87,245
119,407
12,35
337,878
1,12
273,542
53,157
3,27
4,23
358,1031
55,128
538,1015
0,10
25,103
416,984
15,86
78,229
125,655
45,288
0,10
2,57
349,1224
18,41
2,26
6,49
10,14
10,82
1,21
3696,7541
9,32
420,1280
45,186
16,96
97,586
82,402
1,12
16,45
0,10
7,44
44,118
22,172
0,14
90,673
393,2954
3628,7794
5,256
10,47
9,48
34,206
86,333
4,49
6,40
1,33
36,107
36,95
74,203
21,73
1,17
4,32
287,920
61,110
41,112
503,1441
17,54
77,411
60,216
28,137
1,36
4,34
3293,20318
0,16
0,10
4515,10316
299,803
131,226
7,26
25,184
386,653
102,220
83,207
1,88
34,83
1,13
13,63
80,184
201,921
8,68
1288,2586
14,85
5,41
0,4
1,45
6,40
650,1879
641,1458
789,1581
33,82
1,22
96,425
0,65
411,784
25,166
3,13
10,61
1,42
6,26
22,118
55,176
2521,6068
56,188
52,169
48,194
1,13
1,18
8,99
21,344
1,9
3,12
2,13
119,342
8,42
12,68
3,27
2,18
1,17
8,28
20,48
62,203
2151,5614
28,611
29,174
2170,6144
162,497
0,32
6,43
9,51
29,245
739,2176
1409,3759
132,339
4,61
47,92
3,184
7,77
0,49
251,735
28,99
59,187
22,128
3,48
11,45
500,997
0,31
117,425
3,15
23,81
2,16
1,11
5,39
10,70
2,13
2,22
13,191
9,25
0,4
3,49
24,127
19,102
175,493
72,175
0,8
29,186
80,220
73,235
17,26
0,18
2,18
3,19
1,17
0,8
4,31
0,14
20,76
3,26
20,79
0,22
95,281
4,30
2,36
0,16
19,88
19,58
13,68
14,185
104,249
18,117
8,82
5,45
0,6
0,41
4,65
0,53
0,27
30,162
6,47
79,256
14,54
966,2601
136,376
0,18
18,114
0,22
3,26
793,2173
59,235
9,87
11,56
120,607
71,265
0,19
14,77
8,52
55,212
73,424
4,36
277,742
199,640
692,1322
69,172
24,95
15,103
0,20
7,52
4865,14441
24,184
0,26
9,70
1,22
6,82
20,95
4,39
1,12
18,81
138,408
6,46
26,64
3,133
1,7
18,69
0,21
61,131
1079,2329
61,247
671,1386
2,33
16,39
0,51
44,152
28,155
40,176
51,143
44,453
397,939
0,14
41,111
1,39
0,23
1,16
24,181
269,525
41,170
3,67
30,100
33,111
10,56
35,132
15,195
1,24
1,18
53,172
0,9
4,41
84,186
